url,week_id,week_position,song,performer,song_id,instance,previous_week_position,peak_position,weeks_on_chart,genre,gender
https://www.billboard.com/charts/hot-100/2019-03-16,2019-03-16,1,Sucker,Jonas Brothers,SuckerJonas Brothers,1,NA,1,1,Pop,Male
http://www.billboard.com/charts/hot-100/2013-08-10,2013-08-10,2,Best Song Ever,One Direction,Best Song EverOne Direction,1,NA,2,1,Pop,Male
http://www.billboard.com/charts/hot-100/1997-05-24,1997-05-24,5,Say You'll Be There,Spice Girls,Say You'll Be ThereSpice Girls,1,NA,5,1,Pop,Female
http://www.billboard.com/charts/hot-100/2008-07-12,2008-07-12,5,Burnin' Up,Jonas Brothers,Burnin' UpJonas Brothers,1,NA,5,1,Pop,Male
http://www.billboard.com/charts/hot-100/1997-08-16,1997-08-16,6,2 Become 1,Spice Girls,2 Become 1Spice Girls,1,NA,6,1,Pop,Female
http://www.billboard.com/charts/hot-100/2013-11-16,2013-11-16,6,Story Of My Life,One Direction,Story Of My LifeOne Direction,1,NA,6,1,Pop,Male
http://www.billboard.com/charts/hot-100/2015-11-07,2015-11-07,10,Perfect,One Direction,PerfectOne Direction,1,NA,10,1,Pop,Male
http://www.billboard.com/charts/hot-100/1996-03-23,1996-03-23,11,Real Love,The Beatles,Real LoveThe Beatles,1,NA,11,1,Rock,Male
http://www.billboard.com/charts/hot-100/2008-08-23,2008-08-23,11,A Little Bit Longer,Jonas Brothers,A Little Bit LongerJonas Brothers,1,NA,11,1,Pop,Male
http://www.billboard.com/charts/hot-100/2013-12-07,2013-12-07,11,Diana,One Direction,DianaOne Direction,1,NA,11,1,Pop,Male
http://www.billboard.com/charts/hot-100/2014-10-18,2014-10-18,13,Steal My Girl,One Direction,Steal My GirlOne Direction,1,NA,13,1,Pop,Male
http://www.billboard.com/charts/hot-100/2008-08-02,2008-08-02,16,Pushin' Me Away,Jonas Brothers,Pushin' Me AwayJonas Brothers,1,NA,16,1,Pop,Male
http://www.billboard.com/charts/hot-100/2014-01-04,2014-01-04,10,Story Of My Life,One Direction,Story Of My LifeOne Direction,1,10,6,8,Pop,Male
http://www.billboard.com/charts/hot-100/1969-08-02,1969-08-02,10,The Ballad Of John And Yoko,The Beatles,The Ballad Of John And YokoThe Beatles,1,8,8,8,Rock,Male
http://www.billboard.com/charts/hot-100/1972-01-29,1972-01-29,10,Sugar Daddy,Jackson 5,Sugar DaddyJackson 5,1,10,10,8,Pop,Male
http://www.billboard.com/charts/hot-100/1986-08-23,1986-08-23,10,The Edge Of Heaven,Wham!,The Edge Of HeavenWham!,1,10,10,8,Pop,Male
http://www.billboard.com/charts/hot-100/1985-09-28,1985-09-28,87,Janet,Commodores,JanetCommodores,1,89,87,2,R&B/Hip Hop,Male
http://www.billboard.com/charts/hot-100/1996-01-06,1996-01-06,87,Fu-Gee-La,Fugees,Fu-Gee-LaFugees,1,89,87,2,R&B/Hip Hop,NA
http://www.billboard.com/charts/hot-100/2017-07-15,2017-07-15,86,Down,Fifth Harmony Featuring Gucci Mane,DownFifth Harmony Featuring Gucci Mane,1,79,42,4,Pop,Female
http://www.billboard.com/charts/hot-100/1967-01-07,1967-01-07,30,Happenings Ten Years Time Ago,The Yardbirds,Happenings Ten Years Time AgoThe Yardbirds,1,30,30,7,Rock,Male
http://www.billboard.com/charts/hot-100/1966-01-01,1966-01-01,30,I Hear A Symphony,The Supremes,I Hear A SymphonyThe Supremes,1,20,1,10,R&B/Hip Hop,Female
http://www.billboard.com/charts/hot-100/1971-04-03,1971-04-03,30,Mama's Pearl,Jackson 5,Mama's PearlJackson 5,1,18,2,10,Pop,Male
http://www.billboard.com/charts/hot-100/1966-03-19,1966-03-19,30,My World Is Empty Without You,The Supremes,My World Is Empty Without YouThe Supremes,1,16,5,10,R&B/Hip Hop,Female
http://www.billboard.com/charts/hot-100/1968-05-25,1968-05-25,31,Lady Madonna,The Beatles,Lady MadonnaThe Beatles,1,15,4,10,Rock,Male
http://www.billboard.com/charts/hot-100/1999-07-31,1999-07-31,31,God Must Have Spent A Little More Time On You,Alabama Featuring 'N Sync,God Must Have Spent A Little More Time On YouAlabama Featuring 'N Sync,1,31,31,10,Pop,Male
http://www.billboard.com/charts/hot-100/2001-05-12,2001-05-12,35,"So Fresh, So Clean",OutKast,"So Fresh, So CleanOutKast",1,30,30,11,R&B/Hip Hop,Male
http://www.billboard.com/charts/hot-100/1964-06-06,1964-06-06,36,Do You Want To Know A Secret,The Beatles,Do You Want To Know A SecretThe Beatles,1,19,2,11,Rock,Male
http://www.billboard.com/charts/hot-100/1966-05-28,1966-05-28,36,Shapes Of Things,The Yardbirds,Shapes Of ThingsThe Yardbirds,1,21,11,11,Rock,Male
http://www.billboard.com/charts/hot-100/1969-10-18,1969-10-18,20,Something,The Beatles,SomethingThe Beatles,1,NA,20,1,Rock,Male
http://www.billboard.com/charts/hot-100/2008-07-05,2008-07-05,20,Play My Music,Jonas Brothers,Play My MusicJonas Brothers,1,NA,20,1,Pop,Male
http://www.billboard.com/charts/hot-100/1964-07-18,1964-07-18,21,A Hard Day's Night,The Beatles,A Hard Day's NightThe Beatles,1,NA,21,1,Rock,Male
http://www.billboard.com/charts/hot-100/1969-10-18,1969-10-18,23,Come Together/Something,The Beatles,Come Together/SomethingThe Beatles,1,NA,23,1,Rock,Male
http://www.billboard.com/charts/hot-100/1964-03-28,1964-03-28,27,Can't Buy Me Love,The Beatles,Can't Buy Me LoveThe Beatles,1,NA,27,1,Rock,Male
https://www.billboard.com/charts/hot-100/2019-04-20,2019-04-20,27,Cool,Jonas Brothers,CoolJonas Brothers,1,NA,27,1,Pop,Male
http://www.billboard.com/charts/hot-100/1966-06-11,1966-06-11,28,Paperback Writer,The Beatles,Paperback WriterThe Beatles,1,NA,28,1,Rock,Male
http://www.billboard.com/charts/hot-100/2001-06-02,2001-06-02,29,Pop,'N Sync,Pop'N Sync,1,NA,29,1,Pop,Male
http://www.billboard.com/charts/hot-100/1997-11-08,1997-11-08,32,Spice Up Your Life,Spice Girls,Spice Up Your LifeSpice Girls,1,NA,32,1,Pop,Female
http://www.billboard.com/charts/hot-100/2012-08-04,2012-08-04,34,Settle Down,No Doubt,Settle DownNo Doubt,1,NA,34,1,Pop,Coed
http://www.billboard.com/charts/hot-100/1998-06-20,1998-06-20,36,Stop,Spice Girls,StopSpice Girls,1,NA,36,1,Pop,Female
http://www.billboard.com/charts/hot-100/1984-12-22,1984-12-22,37,Careless Whisper,Wham! Featuring George Michael,Careless WhisperWham! Featuring George Michael,1,NA,37,1,Pop,Male
http://www.billboard.com/charts/hot-100/2009-05-30,2009-05-30,37,Paranoid,Jonas Brothers,ParanoidJonas Brothers,1,NA,37,1,Pop,Male
http://www.billboard.com/charts/hot-100/1968-09-14,1968-09-14,38,Revolution,The Beatles,RevolutionThe Beatles,1,NA,38,1,Rock,Male
http://www.billboard.com/charts/hot-100/1964-05-16,1964-05-16,11,Can't Buy Me Love,The Beatles,Can't Buy Me LoveThe Beatles,1,5,1,8,Rock,Male
http://www.billboard.com/charts/hot-100/2010-07-03,2010-07-03,11,Rock That Body,The Black Eyed Peas,Rock That BodyThe Black Eyed Peas,1,9,9,8,Pop,Coed
http://www.billboard.com/charts/hot-100/1968-04-20,1968-04-20,11,Scarborough Fair (/Canticle),Simon & Garfunkel,Scarborough Fair (/Canticle)Simon & Garfunkel,1,13,11,8,Rock,Male
http://www.billboard.com/charts/hot-100/1969-02-22,1969-02-22,11,"Baby, Baby Don't Cry",Smokey Robinson & The Miracles,"Baby, Baby Don't CrySmokey Robinson & The Miracles",1,14,11,8,R&B/Hip Hop,Male
http://www.billboard.com/charts/hot-100/1966-07-30,1966-07-30,12,Paperback Writer,The Beatles,Paperback WriterThe Beatles,1,6,1,8,Rock,Male
http://www.billboard.com/charts/hot-100/1967-04-15,1967-04-15,12,Penny Lane,The Beatles,Penny LaneThe Beatles,1,6,1,8,Rock,Male
http://www.billboard.com/charts/hot-100/1969-05-31,1969-05-31,12,The Boxer,Simon & Garfunkel,The BoxerSimon & Garfunkel,1,8,7,8,Rock,Male
http://www.billboard.com/charts/hot-100/1964-09-12,1964-09-12,12,And I Love Her,The Beatles,And I Love HerThe Beatles,1,12,12,8,Rock,Male
http://www.billboard.com/charts/hot-100/1982-05-15,1982-05-15,12,The Beatles' Movie Medley,The Beatles,The Beatles' Movie MedleyThe Beatles,1,12,12,8,Rock,Male
http://www.billboard.com/charts/hot-100/1982-03-06,1982-03-06,12,Spirits In The Material World,The Police,Spirits In The Material WorldThe Police,1,13,12,8,Rock,Male
http://www.billboard.com/charts/hot-100/1966-08-13,1966-08-13,13,Over Under Sideways Down,The Yardbirds,Over Under Sideways DownThe Yardbirds,1,14,13,8,Rock,Male
http://www.billboard.com/charts/hot-100/1981-03-28,1981-03-28,13,Don't Stand So Close To Me,The Police,Don't Stand So Close To MeThe Police,1,15,13,8,Rock,Male
http://www.billboard.com/charts/hot-100/2005-06-25,2005-06-25,13,Don't Cha,The Pussycat Dolls Featuring Busta Rhymes,Don't ChaThe Pussycat Dolls Featuring Busta Rhymes,1,17,13,8,Pop,Female
http://www.billboard.com/charts/hot-100/1964-08-08,1964-08-08,87,If I Fell,The Beatles,If I FellThe Beatles,1,92,87,2,Rock,Male
http://www.billboard.com/charts/hot-100/2008-10-04,2008-10-04,88,Lovebug,Jonas Brothers,LovebugJonas Brothers,1,84,84,2,Pop,Male
http://www.billboard.com/charts/hot-100/1983-10-08,1983-10-08,88,Mama,Genesis,MamaGenesis,1,93,88,2,Rock,Male
http://www.billboard.com/charts/hot-100/2008-10-18,2008-10-18,86,Lovebug,Jonas Brothers,LovebugJonas Brothers,1,78,78,4,Pop,Male
http://www.billboard.com/charts/hot-100/2003-03-08,2003-03-08,86,"Ma, I Don't Love Her",Clipse Featuring Faith Evans,"Ma, I Don't Love HerClipse Featuring Faith Evans",1,86,86,4,R&B/Hip Hop,Male
http://www.billboard.com/charts/hot-100/1994-07-23,1994-07-23,86,Nappy Heads,Fugees,Nappy HeadsFugees,1,89,86,4,R&B/Hip Hop,NA
http://www.billboard.com/charts/hot-100/1972-11-11,1972-11-11,87,I Guess I'll Miss The Man,The Supremes,I Guess I'll Miss The ManThe Supremes,1,88,87,4,R&B/Hip Hop,Female
http://www.billboard.com/charts/hot-100/1980-07-05,1980-07-05,31,Misunderstanding,Genesis,MisunderstandingGenesis,1,35,31,7,Rock,Male
http://www.billboard.com/charts/hot-100/1992-12-19,1992-12-19,31,Never A Time,Genesis,Never A TimeGenesis,1,35,31,7,Rock,Male
http://www.billboard.com/charts/hot-100/1977-06-18,1977-06-18,32,Hollywood,Rufus Featuring Chaka Khan,HollywoodRufus Featuring Chaka Khan,1,33,32,7,R&B/Hip Hop,Coed
http://www.billboard.com/charts/hot-100/2004-05-22,2004-05-22,32,Hey Mama,The Black Eyed Peas,Hey MamaThe Black Eyed Peas,1,40,32,7,Pop,Coed
http://www.billboard.com/charts/hot-100/2013-01-12,2013-01-12,33,Little Things,One Direction,Little ThingsOne Direction,1,41,33,7,Pop,Male
http://www.billboard.com/charts/hot-100/2015-01-17,2015-01-17,34,Night Changes,One Direction,Night ChangesOne Direction,1,34,31,7,Pop,Male
http://www.billboard.com/charts/hot-100/1965-07-10,1965-07-10,37,Back In My Arms Again,The Supremes,Back In My Arms AgainThe Supremes,1,15,1,11,R&B/Hip Hop,Female
http://www.billboard.com/charts/hot-100/1984-01-14,1984-01-14,37,Synchronicity II,The Police,Synchronicity IIThe Police,1,19,16,11,Rock,Male
http://www.billboard.com/charts/hot-100/1994-05-07,1994-05-07,37,Player's Ball,OutKast,Player's BallOutKast,1,40,37,11,R&B/Hip Hop,Male
http://www.billboard.com/charts/hot-100/2008-09-20,2008-09-20,38,Burnin' Up,Jonas Brothers,Burnin' UpJonas Brothers,1,29,5,11,Pop,Male
http://www.billboard.com/charts/hot-100/1968-05-11,1968-05-11,38,Scarborough Fair (/Canticle),Simon & Garfunkel,Scarborough Fair (/Canticle)Simon & Garfunkel,1,36,11,11,Rock,Male
http://www.billboard.com/charts/hot-100/1998-08-29,1998-08-29,38,Stop,Spice Girls,StopSpice Girls,1,36,16,11,Pop,Female
http://www.billboard.com/charts/hot-100/2005-07-09,2005-07-09,38,Cater 2 U,Destiny's Child,Cater 2 UDestiny's Child,1,45,38,11,R&B/Hip Hop,Female
http://www.billboard.com/charts/hot-100/1967-10-21,1967-10-21,39,Reflections,Diana Ross & The Supremes,ReflectionsDiana Ross & The Supremes,1,22,2,11,R&B/Hip Hop,Female
http://www.billboard.com/charts/hot-100/1973-01-06,1973-01-06,39,Corner Of The Sky,Jackson 5,Corner Of The SkyJackson 5,1,25,18,11,Pop,Male
http://www.billboard.com/charts/hot-100/2016-09-17,2016-09-17,40,All In My Head (Flex),Fifth Harmony Featuring Fetty Wap,All In My Head (Flex)Fifth Harmony Featuring Fetty Wap,1,31,24,11,Pop,Female
http://www.billboard.com/charts/hot-100/1978-04-01,1978-04-01,41,(What A) Wonderful World,Art Garfunkel With James Taylor & Paul Simon,(What A) Wonderful WorldArt Garfunkel With James Taylor & Paul Simon,1,17,17,11,Rock,Male
http://www.billboard.com/charts/hot-100/1965-06-05,1965-06-05,42,Ooo Baby Baby,The Miracles,Ooo Baby BabyThe Miracles,1,24,16,11,R&B/Hip Hop,Male
http://www.billboard.com/charts/hot-100/1992-10-03,1992-10-03,32,Jesus He Knows Me,Genesis,Jesus He Knows MeGenesis,1,23,23,10,Rock,Male
http://www.billboard.com/charts/hot-100/1970-11-14,1970-11-14,33,El Condor Pasa (If I Could),Simon & Garfunkel,El Condor Pasa (If I Could)Simon & Garfunkel,1,20,18,10,Rock,Male
http://www.billboard.com/charts/hot-100/1996-03-02,1996-03-02,34,Fu-Gee-La,Fugees,Fu-Gee-LaFugees,1,34,34,10,R&B/Hip Hop,NA
http://www.billboard.com/charts/hot-100/1966-01-01,1966-01-01,35,I'm A Man,The Yardbirds,I'm A ManThe Yardbirds,1,25,17,10,Rock,Male
http://www.billboard.com/charts/hot-100/1972-09-16,1972-09-16,36,Lookin' Through The Windows,Jackson 5,Lookin' Through The WindowsJackson 5,1,27,16,10,Pop,Male
http://www.billboard.com/charts/hot-100/1993-01-09,1993-01-09,36,Never A Time,Genesis,Never A TimeGenesis,1,29,25,10,Rock,Male
http://www.billboard.com/charts/hot-100/2009-06-27,2009-06-27,2,I Gotta Feeling,The Black Eyed Peas,I Gotta FeelingThe Black Eyed Peas,1,NA,2,1,Pop,Coed
http://www.billboard.com/charts/hot-100/2012-10-20,2012-10-20,3,Live While We're Young,One Direction,Live While We're YoungOne Direction,1,NA,3,1,Pop,Male
http://www.billboard.com/charts/hot-100/2015-08-22,2015-08-22,3,Drag Me Down,One Direction,Drag Me DownOne Direction,1,NA,3,1,Pop,Male
http://www.billboard.com/charts/hot-100/1970-03-21,1970-03-21,6,Let It Be,The Beatles,Let It BeThe Beatles,1,NA,6,1,Rock,Male
http://www.billboard.com/charts/hot-100/1968-09-14,1968-09-14,10,Hey Jude,The Beatles,Hey JudeThe Beatles,1,NA,10,1,Rock,Male
http://www.billboard.com/charts/hot-100/1969-05-10,1969-05-10,10,Get Back,The Beatles With Billy Preston,Get BackThe Beatles With Billy Preston,1,NA,10,1,Rock,Male
http://www.billboard.com/charts/hot-100/1995-12-30,1995-12-30,10,Free As A Bird,The Beatles,Free As A BirdThe Beatles,1,NA,10,1,Rock,Male
http://www.billboard.com/charts/hot-100/1986-11-08,1986-11-08,88,Goin' To The Bank,Commodores,Goin' To The BankCommodores,1,98,88,2,R&B/Hip Hop,Male
http://www.billboard.com/charts/hot-100/2006-07-01,2006-07-01,89,"Mighty ""O""",OutKast,"Mighty ""O""OutKast",1,77,77,2,R&B/Hip Hop,Male
http://www.billboard.com/charts/hot-100/2003-02-22,2003-02-22,90,"Ma, I Don't Love Her",Clipse Featuring Faith Evans,"Ma, I Don't Love HerClipse Featuring Faith Evans",1,96,90,2,R&B/Hip Hop,Male
http://www.billboard.com/charts/hot-100/1969-05-10,1969-05-10,40,Don't Let Me Down,The Beatles With Billy Preston,Don't Let Me DownThe Beatles With Billy Preston,1,NA,40,1,Rock,Male
http://www.billboard.com/charts/hot-100/1970-03-14,1970-03-14,41,ABC,Jackson 5,ABCJackson 5,1,NA,41,1,Pop,Male
http://www.billboard.com/charts/hot-100/2004-11-27,2004-11-27,41,Soldier,Destiny's Child Featuring T.I. & Lil Wayne,SoldierDestiny's Child Featuring T.I. & Lil Wayne,1,NA,41,1,R&B/Hip Hop,Female
http://www.billboard.com/charts/hot-100/2000-01-29,2000-01-29,42,Bye Bye Bye,'N Sync,Bye Bye Bye'N Sync,1,NA,42,1,Pop,Male
http://www.billboard.com/charts/hot-100/2001-03-17,2001-03-17,43,Survivor,Destiny's Child,SurvivorDestiny's Child,1,NA,43,1,R&B/Hip Hop,Female
http://www.billboard.com/charts/hot-100/2014-07-26,2014-07-26,43,Bo$$,Fifth Harmony,Bo$$Fifth Harmony,1,NA,43,1,Pop,Female
http://www.billboard.com/charts/hot-100/2013-03-02,2013-03-02,45,One Way Or Another (Teenage Kicks),One Direction,One Way Or Another (Teenage Kicks)One Direction,1,NA,45,1,Pop,Male
http://www.billboard.com/charts/hot-100/1964-12-05,1964-12-05,46,She's A Woman,The Beatles,She's A WomanThe Beatles,1,NA,46,1,Rock,Male
http://www.billboard.com/charts/hot-100/1986-07-05,1986-07-05,47,The Edge Of Heaven,Wham!,The Edge Of HeavenWham!,1,NA,47,1,Pop,Male
http://www.billboard.com/charts/hot-100/1970-02-07,1970-02-07,49,Bridge Over Troubled Water,Simon & Garfunkel,Bridge Over Troubled WaterSimon & Garfunkel,1,NA,49,1,Rock,Male
http://www.billboard.com/charts/hot-100/1969-11-08,1969-11-08,50,Someday We'll Be Together,Diana Ross & The Supremes,Someday We'll Be TogetherDiana Ross & The Supremes,1,NA,50,1,R&B/Hip Hop,Female
http://www.billboard.com/charts/hot-100/2000-07-01,2000-07-01,50,Simple Kind Of Life,No Doubt,Simple Kind Of LifeNo Doubt,1,NA,50,1,Pop,Coed
http://www.billboard.com/charts/hot-100/1964-10-03,1964-10-03,51,Baby Love,The Supremes,Baby LoveThe Supremes,1,NA,51,1,R&B/Hip Hop,Female
http://www.billboard.com/charts/hot-100/1969-04-12,1969-04-12,51,The Boxer,Simon & Garfunkel,The BoxerSimon & Garfunkel,1,NA,51,1,Rock,Male
http://www.billboard.com/charts/hot-100/1970-11-28,1970-11-28,51,River Deep - Mountain High,The Supremes & Four Tops,River Deep - Mountain HighThe Supremes & Four Tops,1,NA,51,1,R&B/Hip Hop,Female
http://www.billboard.com/charts/hot-100/1969-01-04,1969-01-04,53,"Baby, Baby Don't Cry",Smokey Robinson & The Miracles,"Baby, Baby Don't CrySmokey Robinson & The Miracles",1,NA,53,1,R&B/Hip Hop,Male
http://www.billboard.com/charts/hot-100/1969-04-19,1969-04-19,53,The Composer,Diana Ross & The Supremes,The ComposerDiana Ross & The Supremes,1,NA,53,1,R&B/Hip Hop,Female
http://www.billboard.com/charts/hot-100/1983-11-05,1983-11-05,54,Synchronicity II,The Police,Synchronicity IIThe Police,1,NA,54,1,Rock,Male
http://www.billboard.com/charts/hot-100/1965-12-18,1965-12-18,56,Day Tripper,The Beatles,Day TripperThe Beatles,1,NA,56,1,Rock,Male
http://www.billboard.com/charts/hot-100/1965-01-23,1965-01-23,14,She's A Woman,The Beatles,She's A WomanThe Beatles,1,12,4,8,Rock,Male
http://www.billboard.com/charts/hot-100/1971-01-16,1971-01-16,14,River Deep - Mountain High,The Supremes & Four Tops,River Deep - Mountain HighThe Supremes & Four Tops,1,14,14,8,R&B/Hip Hop,Female
http://www.billboard.com/charts/hot-100/1966-05-07,1966-05-07,14,Shapes Of Things,The Yardbirds,Shapes Of ThingsThe Yardbirds,1,15,14,8,Rock,Male
http://www.billboard.com/charts/hot-100/1972-02-12,1972-02-12,15,Black Dog,Led Zeppelin,Black DogLed Zeppelin,1,23,15,8,Rock,Male
http://www.billboard.com/charts/hot-100/2000-02-12,2000-02-12,16,Say My Name,Destiny's Child,Say My NameDestiny's Child,1,16,13,8,R&B/Hip Hop,Female
http://www.billboard.com/charts/hot-100/1965-05-15,1965-05-15,16,Ooo Baby Baby,The Miracles,Ooo Baby BabyThe Miracles,1,16,16,8,R&B/Hip Hop,Male
http://www.billboard.com/charts/hot-100/1983-12-24,1983-12-24,16,Synchronicity II,The Police,Synchronicity IIThe Police,1,16,16,8,Rock,Male
http://www.billboard.com/charts/hot-100/1980-12-13,1980-12-13,16,"De Do Do Do, De Da Da Da",The Police,"De Do Do Do, De Da Da DaThe Police",1,19,16,8,Rock,Male
http://www.billboard.com/charts/hot-100/1974-10-12,1974-10-12,16,Do It Baby,The Miracles,Do It BabyThe Miracles,1,20,16,8,R&B/Hip Hop,Male
http://www.billboard.com/charts/hot-100/2006-03-25,2006-03-25,16,Beep,The Pussycat Dolls Featuring will.i.am,BeepThe Pussycat Dolls Featuring will.i.am,1,25,16,8,Pop,Female
http://www.billboard.com/charts/hot-100/2006-07-15,2006-07-15,17,Buttons,The Pussycat Dolls Featuring Snoop Dogg,ButtonsThe Pussycat Dolls Featuring Snoop Dogg,1,19,17,8,Pop,Female
http://www.billboard.com/charts/hot-100/1984-01-14,1984-01-14,17,That's All,Genesis,That's AllGenesis,1,22,17,8,Rock,Male
http://www.billboard.com/charts/hot-100/1972-12-16,1972-12-16,18,Corner Of The Sky,Jackson 5,Corner Of The SkyJackson 5,1,19,18,8,Pop,Male
http://www.billboard.com/charts/hot-100/1978-03-11,1978-03-11,18,(What A) Wonderful World,Art Garfunkel With James Taylor & Paul Simon,(What A) Wonderful WorldArt Garfunkel With James Taylor & Paul Simon,1,20,18,8,Rock,Male
http://www.billboard.com/charts/hot-100/1997-12-27,1997-12-27,18,Spice Up Your Life,Spice Girls,Spice Up Your LifeSpice Girls,1,20,18,8,Pop,Female
http://www.billboard.com/charts/hot-100/1968-11-02,1968-11-02,19,Revolution,The Beatles,RevolutionThe Beatles,1,17,12,8,Rock,Male
http://www.billboard.com/charts/hot-100/2005-10-01,2005-10-01,19,Don't Lie,The Black Eyed Peas,Don't LieThe Black Eyed Peas,1,18,14,8,Pop,Coed
http://www.billboard.com/charts/hot-100/2001-08-11,2001-08-11,19,Purple Hills,D12,Purple HillsD12,1,19,19,8,R&B/Hip Hop,Male
http://www.billboard.com/charts/hot-100/1974-08-03,1974-08-03,19,Tell Me Something Good,Rufus Featuring Chaka Khan,Tell Me Something GoodRufus Featuring Chaka Khan,1,23,19,8,R&B/Hip Hop,Coed
http://www.billboard.com/charts/hot-100/2008-08-30,2008-08-30,20,Burnin' Up,Jonas Brothers,Burnin' UpJonas Brothers,1,9,5,8,Pop,Male
http://www.billboard.com/charts/hot-100/1998-10-03,1998-10-03,95,Find A Way,A Tribe Called Quest,Find A WayA Tribe Called Quest,1,71,71,4,R&B/Hip Hop,Male
http://www.billboard.com/charts/hot-100/1997-04-05,1997-04-05,96,Hip-Hopera,Bounty Killa featuring the Fugees,Hip-HoperaBounty Killa featuring the Fugees,1,99,81,4,R&B/Hip Hop,NA
http://www.billboard.com/charts/hot-100/1985-10-12,1985-10-12,97,Janet,Commodores,JanetCommodores,1,92,87,4,R&B/Hip Hop,Male
http://www.billboard.com/charts/hot-100/1964-02-15,1964-02-15,1,I Want To Hold Your Hand,The Beatles,I Want To Hold Your HandThe Beatles,1,1,1,5,Rock,Male
http://www.billboard.com/charts/hot-100/1965-01-02,1965-01-02,1,I Feel Fine,The Beatles,I Feel FineThe Beatles,1,1,1,5,Rock,Male
http://www.billboard.com/charts/hot-100/1965-03-20,1965-03-20,1,Eight Days A Week,The Beatles,Eight Days A WeekThe Beatles,1,1,1,5,Rock,Male
http://www.billboard.com/charts/hot-100/1965-11-27,1965-11-27,1,I Hear A Symphony,The Supremes,I Hear A SymphonyThe Supremes,1,1,1,5,R&B/Hip Hop,Female
http://www.billboard.com/charts/hot-100/1968-10-12,1968-10-12,1,Hey Jude,The Beatles,Hey JudeThe Beatles,1,1,1,5,Rock,Male
http://www.billboard.com/charts/hot-100/1969-06-07,1969-06-07,1,Get Back,The Beatles With Billy Preston,Get BackThe Beatles With Billy Preston,1,1,1,5,Rock,Male
http://www.billboard.com/charts/hot-100/1970-04-18,1970-04-18,1,Let It Be,The Beatles,Let It BeThe Beatles,1,1,1,5,Rock,Male
http://www.billboard.com/charts/hot-100/2009-07-25,2009-07-25,1,I Gotta Feeling,The Black Eyed Peas,I Gotta FeelingThe Black Eyed Peas,1,1,1,5,Pop,Coed
http://www.billboard.com/charts/hot-100/1965-09-04,1965-09-04,1,Help!,The Beatles,Help!The Beatles,1,2,1,5,Rock,Male
http://www.billboard.com/charts/hot-100/1970-10-17,1970-10-17,1,I'll Be There,Jackson 5,I'll Be ThereJackson 5,1,2,1,5,Pop,Male
http://www.billboard.com/charts/hot-100/1986-09-13,1986-09-13,43,The Edge Of Heaven,Wham!,The Edge Of HeavenWham!,1,38,10,11,Pop,Male
http://www.billboard.com/charts/hot-100/1982-03-06,1982-03-06,44,Abacab,Genesis,AbacabGenesis,1,26,26,11,Rock,Male
http://www.billboard.com/charts/hot-100/1966-09-03,1966-09-03,46,Over Under Sideways Down,The Yardbirds,Over Under Sideways DownThe Yardbirds,1,25,13,11,Rock,Male
http://www.billboard.com/charts/hot-100/1977-04-23,1977-04-23,47,At Midnight (My Love Will Lift You Up),Rufus Featuring Chaka Khan,At Midnight (My Love Will Lift You Up)Rufus Featuring Chaka Khan,1,30,30,11,R&B/Hip Hop,Coed
http://www.billboard.com/charts/hot-100/1994-01-15,1994-01-15,47,Award Tour,A Tribe Called Quest,Award TourA Tribe Called Quest,1,50,47,11,R&B/Hip Hop,Male
http://www.billboard.com/charts/hot-100/1967-09-30,1967-09-30,48,All You Need Is Love,The Beatles,All You Need Is LoveThe Beatles,1,24,1,11,Rock,Male
http://www.billboard.com/charts/hot-100/2015-02-21,2015-02-21,52,Sledgehammer,Fifth Harmony,SledgehammerFifth Harmony,1,53,40,11,Pop,Female
http://www.billboard.com/charts/hot-100/1983-11-26,1983-11-26,54,Only You,Commodores,Only YouCommodores,1,54,54,11,R&B/Hip Hop,Male
http://www.billboard.com/charts/hot-100/1999-12-04,1999-12-04,56,Bug A Boo,Destiny's Child,Bug A BooDestiny's Child,1,39,33,11,R&B/Hip Hop,Female
http://www.billboard.com/charts/hot-100/1973-11-03,1973-11-03,37,Get It Together,Jackson 5,Get It TogetherJackson 5,1,34,28,10,Pop,Male
http://www.billboard.com/charts/hot-100/1965-04-24,1965-04-24,38,Eight Days A Week,The Beatles,Eight Days A WeekThe Beatles,1,17,1,10,Rock,Male
http://www.billboard.com/charts/hot-100/1965-12-11,1965-12-11,38,My Girl Has Gone,The Miracles,My Girl Has GoneThe Miracles,1,28,14,10,R&B/Hip Hop,Male
http://www.billboard.com/charts/hot-100/1964-04-11,1964-04-11,38,I Saw Her Standing There,The Beatles,I Saw Her Standing ThereThe Beatles,1,31,14,10,Rock,Male
http://www.billboard.com/charts/hot-100/2013-02-02,2013-02-02,39,Little Things,One Direction,Little ThingsOne Direction,1,36,33,10,Pop,Male
http://www.billboard.com/charts/hot-100/2002-07-27,2002-07-27,40,Grindin',Clipse,Grindin'Clipse,1,50,40,10,R&B/Hip Hop,Male
http://www.billboard.com/charts/hot-100/1964-01-25,1964-01-25,42,I Gotta Dance To Keep From Crying,The Miracles,I Gotta Dance To Keep From CryingThe Miracles,1,38,35,10,R&B/Hip Hop,Male
http://www.billboard.com/charts/hot-100/1976-07-31,1976-07-31,42,I'm Gonna Let My Heart Do The Walking,The Supremes,I'm Gonna Let My Heart Do The WalkingThe Supremes,1,48,42,10,R&B/Hip Hop,Female
