week_id,week_position,song,performer,song_id,instance,previous_week_position,peak_position,weeks_on_chart,collab,genre,gender,parent_group
1996-04-13,56,Don't Wanna Lose You,Lionel Richie,Don't Wanna Lose YouLionel Richie,1,NA,56,1,No,R&B/Hip Hop,Male,Commodores
1996-04-20,51,Don't Wanna Lose You,Lionel Richie,Don't Wanna Lose YouLionel Richie,1,56,51,2,No,R&B/Hip Hop,Male,Commodores
1996-04-27,49,Don't Wanna Lose You,Lionel Richie,Don't Wanna Lose YouLionel Richie,1,51,49,3,No,R&B/Hip Hop,Male,Commodores
1996-05-04,39,Don't Wanna Lose You,Lionel Richie,Don't Wanna Lose YouLionel Richie,1,49,39,4,No,R&B/Hip Hop,Male,Commodores
1996-05-11,41,Don't Wanna Lose You,Lionel Richie,Don't Wanna Lose YouLionel Richie,1,39,39,5,No,R&B/Hip Hop,Male,Commodores
1996-05-18,44,Don't Wanna Lose You,Lionel Richie,Don't Wanna Lose YouLionel Richie,1,41,39,6,No,R&B/Hip Hop,Male,Commodores
1996-05-25,47,Don't Wanna Lose You,Lionel Richie,Don't Wanna Lose YouLionel Richie,1,44,39,7,No,R&B/Hip Hop,Male,Commodores
1996-06-01,53,Don't Wanna Lose You,Lionel Richie,Don't Wanna Lose YouLionel Richie,1,47,39,8,No,R&B/Hip Hop,Male,Commodores
1996-06-08,67,Don't Wanna Lose You,Lionel Richie,Don't Wanna Lose YouLionel Richie,1,53,39,9,No,R&B/Hip Hop,Male,Commodores
1996-06-15,70,Don't Wanna Lose You,Lionel Richie,Don't Wanna Lose YouLionel Richie,1,67,39,10,No,R&B/Hip Hop,Male,Commodores
1996-06-22,77,Don't Wanna Lose You,Lionel Richie,Don't Wanna Lose YouLionel Richie,1,70,39,11,No,R&B/Hip Hop,Male,Commodores
1996-06-29,86,Don't Wanna Lose You,Lionel Richie,Don't Wanna Lose YouLionel Richie,1,77,39,12,No,R&B/Hip Hop,Male,Commodores
1996-07-06,88,Don't Wanna Lose You,Lionel Richie,Don't Wanna Lose YouLionel Richie,1,86,39,13,No,R&B/Hip Hop,Male,Commodores
1996-07-13,93,Don't Wanna Lose You,Lionel Richie,Don't Wanna Lose YouLionel Richie,1,88,39,14,No,R&B/Hip Hop,Male,Commodores
1996-07-20,97,Don't Wanna Lose You,Lionel Richie,Don't Wanna Lose YouLionel Richie,1,93,39,15,No,R&B/Hip Hop,Male,Commodores
2016-02-20,1,Pillowtalk,Zayn,PillowtalkZayn,1,NA,1,1,No,Pop,Male,One Direction
2016-05-28,1,Can't Stop The Feeling!,Justin Timberlake,Can't Stop The Feeling!Justin Timberlake,1,NA,1,1,No,Pop,Male,N Sync
2013-09-14,3,Berzerk,Eminem,BerzerkEminem,1,NA,3,1,No,R&B/Hip Hop,Male,D12
2017-04-29,4,Sign Of The Times,Harry Styles,Sign Of The TimesHarry Styles,1,NA,4,1,No,Pop,Male,One Direction
1995-06-17,5,Scream/Childhood,Michael Jackson & Janet Jackson,Scream/ChildhoodMichael Jackson & Janet Jackson,1,NA,5,1,Yes,Pop,Male,Jackson 5
2013-11-02,7,Rap God,Eminem,Rap GodEminem,1,NA,7,1,No,R&B/Hip Hop,Male,D12
1996-07-20,9,Change The World,Eric Clapton,Change The WorldEric Clapton,1,NA,9,1,No,Rock,Male,Yardbirds
2018-02-10,9,Say Something,Justin Timberlake Featuring Chris Stapleton,Say SomethingJustin Timberlake Featuring Chris Stapleton,1,NA,9,1,Yes,Pop,Male,N Sync
2018-07-14,9,Don't Matter To Me,Drake Featuring Michael Jackson,Don't Matter To MeDrake Featuring Michael Jackson,1,NA,9,1,Yes,Pop,Male,Jackson 5
1998-06-27,10,Come With Me,Puff Daddy Featuring Jimmy Page,Come With MePuff Daddy Featuring Jimmy Page,1,NA,10,1,Yes,Rock,Male,Yardbirds
2016-05-14,11,Sorry,Beyonce,SorryBeyonce,1,NA,11,1,No,R&B/Hip Hop,Female,Destiny's Child
2006-09-23,12,Ring The Alarm,Beyonce,Ring The AlarmBeyonce,1,NA,12,1,No,R&B/Hip Hop,Female,Destiny's Child
2010-10-23,12,Runaway,Kanye West Featuring Pusha T,RunawayKanye West Featuring Pusha T,1,NA,12,1,Yes,R&B/Hip Hop,Male,Clipse
2012-12-15,12,Scream & Shout,will.i.am & Britney Spears,Scream & Shoutwill.i.am & Britney Spears,1,NA,12,1,Yes,Pop,Male,The Black Eyed Peas
2015-03-21,15,All Day,"Kanye West Featuring Theophilus London, Allan Kingdom & Paul McCartney","All DayKanye West Featuring Theophilus London, Allan Kingdom & Paul McCartney",1,NA,15,1,Yes,Rock,Male,The Eagles
1998-08-15,9,Come With Me,Puff Daddy Featuring Jimmy Page,Come With MePuff Daddy Featuring Jimmy Page,1,7,4,8,Yes,Rock,Male,Yardbirds
1972-05-20,9,Back Off Boogaloo,Ringo Starr,Back Off BoogalooRingo Starr,1,9,9,8,No,Rock,Male,The Eagles
1984-11-24,9,Penny Lover,Lionel Richie,Penny LoverLionel Richie,1,10,9,8,No,R&B/Hip Hop,Male,Commodores
1986-05-03,9,Take Me Home,Phil Collins,Take Me HomePhil Collins,1,10,9,8,No,Rock,Male,The Eagles
2006-11-04,9,Come To Me,Diddy Featuring Nicole Scherzinger,Come To MeDiddy Featuring Nicole Scherzinger,1,18,9,8,Yes,Pop,Female,The Pussycat Dolls
1982-08-28,10,Take It Away,Paul McCartney,Take It AwayPaul McCartney,1,10,10,8,No,Rock,Male,The Eagles
1983-11-26,10,P.Y.T. (Pretty Young Thing),Michael Jackson,P.Y.T. (Pretty Young Thing)Michael Jackson,1,13,10,8,No,Pop,Male,Jackson 5
1996-03-09,87,Let Your Soul Be Your Pilot,Sting,Let Your Soul Be Your PilotSting,1,87,87,2,No,Rock,Male,The Eagles
1988-05-14,87,Get It,Stevie Wonder & Michael Jackson,Get ItStevie Wonder & Michael Jackson,1,89,87,2,Yes,Pop,Male,Jackson 5
2015-07-25,84,Good Thing,Sage The Gemini Featuring Nick Jonas,Good ThingSage The Gemini Featuring Nick Jonas,1,91,84,4,Yes,Pop,Male,Spice Girls
2001-08-04,85,Miss California,Dante Thomas Featuring Pras,Miss CaliforniaDante Thomas Featuring Pras,1,89,85,4,Yes,R&B/Hip Hop,Male,The Fugees
1976-11-27,29,Hello Old Friend,Eric Clapton,Hello Old FriendEric Clapton,1,33,29,7,No,Rock,Male,Yardbirds
1987-08-29,29,One Heartbeat,Smokey Robinson,One HeartbeatSmokey Robinson,1,36,29,7,No,R&B/Hip Hop,Male,The Miracles
1974-04-06,29,My Mistake (Was To Love You),Diana Ross & Marvin Gaye,My Mistake (Was To Love You)Diana Ross & Marvin Gaye,1,37,29,7,Yes,R&B/Hip Hop,Female,The Supremes
1989-12-30,30,I'll Be Good To You,Quincy Jones Featuring Ray Charles & Chaka Khan,I'll Be Good To YouQuincy Jones Featuring Ray Charles & Chaka Khan,1,30,30,7,Yes,R&B/Hip Hop,Female,Rufus
2000-03-04,30,Forgot About Dre,Dr. Dre Featuring Eminem,Forgot About DreDr. Dre Featuring Eminem,1,30,30,7,Yes,R&B/Hip Hop,Male,D12
2008-08-16,30,In The Ayer,Flo Rida Featuring will.i.am,In The AyerFlo Rida Featuring will.i.am,1,30,30,7,Yes,Pop,Male,The Black Eyed Peas
1994-03-12,30,Everyday,Phil Collins,EverydayPhil Collins,1,32,30,7,No,Rock,Male,The Eagles
1972-06-10,30,Me And Julio Down By The Schoolyard,Paul Simon,Me And Julio Down By The SchoolyardPaul Simon,1,22,22,10,No,Rock,Male,Simon & Garfunkel
2005-05-07,30,Girlfight,Brooke Valentine Featuring Lil Jon & Big Boi,GirlfightBrooke Valentine Featuring Lil Jon & Big Boi,1,35,30,10,Yes,R&B/Hip Hop,Male,OutKast
1980-05-17,31,Let Me Be The Clock,Smokey Robinson,Let Me Be The ClockSmokey Robinson,1,33,31,10,No,R&B/Hip Hop,Male,The Miracles
2018-02-24,35,River,Eminem Featuring Ed Sheeran,RiverEminem Featuring Ed Sheeran,1,42,32,11,Yes,R&B/Hip Hop,Male,D12
1983-01-01,35,Shock The Monkey,Peter Gabriel,Shock The MonkeyPeter Gabriel,1,35,35,11,No,Rock,Male,The Eagles
2003-03-15,35,Blowin' Me Up (With Her Love),JC Chasez,Blowin' Me Up (With Her Love)JC Chasez,1,35,35,11,No,Pop,Male,N Sync
1990-11-10,36,Praying For Time,George Michael,Praying For TimeGeorge Michael,1,20,1,11,No,Pop,Male,Wham!
1983-12-17,36,P.Y.T. (Pretty Young Thing),Michael Jackson,P.Y.T. (Pretty Young Thing)Michael Jackson,1,20,10,11,No,Pop,Male,Jackson 5
2009-05-30,17,Beautiful,Eminem,BeautifulEminem,1,NA,17,1,No,R&B/Hip Hop,Male,D12
2013-10-26,17,Survival,Eminem,SurvivalEminem,1,NA,17,1,No,R&B/Hip Hop,Male,D12
2010-12-25,18,That's All She Wrote,T.I. Featuring Eminem,That's All She WroteT.I. Featuring Eminem,1,NA,18,1,Yes,R&B/Hip Hop,Male,D12
2014-12-13,18,11-Jul,Beyonce,7/11Beyonce,1,NA,18,1,No,R&B/Hip Hop,Female,Destiny's Child
2016-05-14,18,6 Inch,Beyonce Featuring The Weeknd,6 InchBeyonce Featuring The Weeknd,1,NA,18,1,Yes,R&B/Hip Hop,Female,Destiny's Child
2007-08-25,22,Ayo Technology,50 Cent Featuring Justin Timberlake & Timbaland,Ayo Technology50 Cent Featuring Justin Timberlake & Timbaland,1,NA,22,1,Yes,Pop,Male,N Sync
1983-10-15,26,Say Say Say,Paul McCartney And Michael Jackson,Say Say SayPaul McCartney And Michael Jackson,1,NA,26,1,Yes,Rock,Male,Jackson 5
2016-04-16,27,Close,Nick Jonas Featuring Tove Lo,CloseNick Jonas Featuring Tove Lo,1,NA,27,1,Yes,Pop,Male,Spice Girls
2016-05-14,28,Don't Hurt Yourself,Beyonce Featuring Jack White,Don't Hurt YourselfBeyonce Featuring Jack White,1,NA,28,1,Yes,R&B/Hip Hop,Female,Destiny's Child
2009-12-12,30,Telephone,Lady Gaga Featuring Beyonce,TelephoneLady Gaga Featuring Beyonce,1,NA,30,1,Yes,R&B/Hip Hop,Female,Destiny's Child
2009-05-16,32,3am,Eminem,3amEminem,1,NA,32,1,No,R&B/Hip Hop,Male,D12
1981-05-23,33,All Those Years Ago,George Harrison,All Those Years AgoGeorge Harrison,1,NA,33,1,No,Rock,Male,The Eagles
2011-05-07,33,Run The World (Girls),Beyonce,Run The World (Girls)Beyonce,1,NA,33,1,No,R&B/Hip Hop,Female,Destiny's Child
2019-01-26,33,Dancing With A Stranger,Sam Smith & Normani,Dancing With A StrangerSam Smith & Normani,1,NA,33,1,Yes,Pop,Female,Fifth Harmony
1991-11-23,35,Black Or White,Michael Jackson,Black Or WhiteMichael Jackson,1,NA,35,1,No,Pop,Male,Jackson 5
2006-03-18,35,Always On Your Side,Sheryl Crow & Sting,Always On Your SideSheryl Crow & Sting,1,NA,35,1,Yes,Rock,Male,The Eagles
2015-01-17,35,Only One,Kanye West Featuring Paul McCartney,Only OneKanye West Featuring Paul McCartney,1,NA,35,1,Yes,Rock,Male,The Eagles
2011-12-10,36,T.H.E (The Hardest Ever),will.i.am Featuring Mick Jagger & Jennifer Lopez,T.H.E (The Hardest Ever)will.i.am Featuring Mick Jagger & Jennifer Lopez,1,NA,36,1,Yes,Pop,Male,The Black Eyed Peas
2016-05-14,37,Pray You Catch Me,Beyonce,Pray You Catch MeBeyonce,1,NA,37,1,No,R&B/Hip Hop,Female,Destiny's Child
1980-11-01,38,(Just Like) Starting Over,John Lennon,(Just Like) Starting OverJohn Lennon,1,NA,38,1,No,Rock,Male,The Eagles
2016-05-14,38,All Night,Beyonce,All NightBeyonce,1,NA,38,1,No,R&B/Hip Hop,Female,Destiny's Child
1984-01-14,10,Running With The Night,Lionel Richie,Running With The NightLionel Richie,1,15,10,8,No,R&B/Hip Hop,Male,Commodores
1986-06-28,10,Sledgehammer,Peter Gabriel,SledgehammerPeter Gabriel,1,15,10,8,No,Rock,Male,The Eagles
1990-06-16,10,Do You Remember?,Phil Collins,Do You Remember?Phil Collins,1,15,10,8,No,Rock,Male,The Eagles
2009-03-21,11,Crack A Bottle,"Eminem, Dr. Dre & 50 Cent","Crack A BottleEminem, Dr. Dre & 50 Cent",1,8,1,8,Yes,R&B/Hip Hop,Male,D12
1979-12-22,11,Rock With You,Michael Jackson,Rock With YouMichael Jackson,1,12,11,8,No,Pop,Male,Jackson 5
1988-09-10,11,Another Part Of Me,Michael Jackson,Another Part Of MeMichael Jackson,1,12,11,8,No,Pop,Male,Jackson 5
1980-06-07,12,She's Out Of My Life,Michael Jackson,She's Out Of My LifeMichael Jackson,1,17,12,8,No,Pop,Male,Jackson 5
2007-10-13,13,Ayo Technology,50 Cent Featuring Justin Timberlake & Timbaland,Ayo Technology50 Cent Featuring Justin Timberlake & Timbaland,1,6,5,8,Yes,Pop,Male,N Sync
1988-12-31,13,Smooth Criminal,Michael Jackson,Smooth CriminalMichael Jackson,1,13,13,8,No,Pop,Male,Jackson 5
1975-02-08,13,#9 Dream,John Lennon,#9 DreamJohn Lennon,1,17,13,8,No,Rock,Male,The Eagles
2005-03-12,87,Girlfight,Brooke Valentine Featuring Lil Jon & Big Boi,GirlfightBrooke Valentine Featuring Lil Jon & Big Boi,1,98,87,2,Yes,R&B/Hip Hop,Male,OutKast
2006-08-12,88,I Call It Love,Lionel Richie,I Call It LoveLionel Richie,1,95,88,2,No,R&B/Hip Hop,Male,Commodores
2010-05-22,88,Gettin' Over You,David Guetta & Chris Willis Featuring Fergie & LMFAO,Gettin' Over YouDavid Guetta & Chris Willis Featuring Fergie & LMFAO,1,95,88,2,Yes,Pop,Female,The Black Eyed Peas
1996-03-23,86,Let Your Soul Be Your Pilot,Sting,Let Your Soul Be Your PilotSting,1,86,86,4,No,Rock,Male,The Eagles
1997-03-08,88,It's In Your Eyes,Phil Collins,It's In Your EyesPhil Collins,1,85,79,4,No,Rock,Male,The Eagles
2006-08-26,88,I Call It Love,Lionel Richie,I Call It LoveLionel Richie,1,89,88,4,No,R&B/Hip Hop,Male,Commodores
2002-08-03,89,In Da Wind,Trick Daddy Featuring Cee-Lo & Big Boi,In Da WindTrick Daddy Featuring Cee-Lo & Big Boi,1,91,89,4,Yes,R&B/Hip Hop,Male,OutKast
1980-05-10,32,Let's Get Serious,Jermaine Jackson,Let's Get SeriousJermaine Jackson,1,39,32,7,No,Pop,Male,Jackson 5
2014-06-28,33,Love Never Felt So Good,Michael Jackson & Justin Timberlake,Love Never Felt So GoodMichael Jackson & Justin Timberlake,1,29,9,7,Yes,Pop,Male,N Sync
1977-12-17,33,Gettin' Ready For Love,Diana Ross,Gettin' Ready For LoveDiana Ross,1,35,33,7,No,R&B/Hip Hop,Female,The Supremes
1981-09-26,33,Just Once,Quincy Jones Featuring James Ingram,Just OnceQuincy Jones Featuring James Ingram,1,38,33,7,Yes,R&B/Hip Hop,Male,Commodores
1981-07-11,33,In The Air Tonight,Phil Collins,In The Air TonightPhil Collins,1,44,33,7,No,Rock,Male,The Eagles
1986-10-11,34,"In Your Eyes (Theme From ""Say Anything"")",Peter Gabriel,"In Your Eyes (Theme From ""Say Anything"")Peter Gabriel",1,35,34,7,No,Rock,Male,The Eagles
1987-11-28,37,Bad,Michael Jackson,BadMichael Jackson,1,24,1,11,No,Pop,Male,Jackson 5
2014-04-05,37,Partition,Beyonce,PartitionBeyonce,1,36,23,11,No,R&B/Hip Hop,Female,Destiny's Child
1974-01-26,37,Baby Come Close,Smokey Robinson,Baby Come CloseSmokey Robinson,1,39,37,11,No,R&B/Hip Hop,Male,The Miracles
2007-12-08,37,Sweetest Girl (Dollar Bill),"Wyclef Jean Featuring Akon, Lil Wayne & Niia","Sweetest Girl (Dollar Bill)Wyclef Jean Featuring Akon, Lil Wayne & Niia",1,44,37,11,Yes,R&B/Hip Hop,Male,The Fugees
2003-06-14,38,Sing For The Moment,Eminem,Sing For The MomentEminem,1,29,14,11,No,R&B/Hip Hop,Male,D12
1970-12-26,38,After Midnight,Eric Clapton,After MidnightEric Clapton,1,18,18,11,No,Rock,Male,Yardbirds
1982-03-27,38,Tell Me Tomorrow - Part I,Smokey Robinson,Tell Me Tomorrow - Part ISmokey Robinson,1,33,33,11,No,R&B/Hip Hop,Male,The Miracles
1987-06-06,41,Se La,Lionel Richie,Se LaLionel Richie,1,29,20,11,No,R&B/Hip Hop,Male,Commodores
1975-11-15,41,The Agony And The Ecstasy,Smokey Robinson,The Agony And The EcstasySmokey Robinson,1,42,36,11,No,R&B/Hip Hop,Male,The Miracles
2017-07-08,42,Sign Of The Times,Harry Styles,Sign Of The TimesHarry Styles,1,29,4,11,No,Pop,Male,One Direction
2018-04-21,42,Say Something,Justin Timberlake Featuring Chris Stapleton,Say SomethingJustin Timberlake Featuring Chris Stapleton,1,37,9,11,Yes,Pop,Male,N Sync
2008-11-22,32,Green Light,John Legend Featuring Andre 3000,Green LightJohn Legend Featuring Andre 3000,1,31,31,10,Yes,R&B/Hip Hop,Male,OutKast
1973-03-17,34,Good Morning Heartache,Diana Ross,Good Morning HeartacheDiana Ross,1,36,34,10,No,R&B/Hip Hop,Female,The Supremes
1996-10-26,35,"Missing You (From ""Set It Off"")","Brandy, Tamia, Gladys Knight & Chaka Khan","Missing You (From ""Set It Off"")Brandy, Tamia, Gladys Knight & Chaka Khan",1,30,25,10,Yes,R&B/Hip Hop,Female,Rufus
1982-02-20,35,One Hundred Ways,Quincy Jones Featuring James Ingram,One Hundred WaysQuincy Jones Featuring James Ingram,1,40,35,10,Yes,R&B/Hip Hop,Male,Commodores
1998-11-14,1,Doo Wop (That Thing),Lauryn Hill,Doo Wop (That Thing)Lauryn Hill,1,NA,1,1,No,R&B/Hip Hop,Female,The Fugees
1998-11-21,1,Doo Wop (That Thing),Lauryn Hill,Doo Wop (That Thing)Lauryn Hill,1,1,1,2,No,R&B/Hip Hop,Female,The Fugees
1998-11-28,2,Doo Wop (That Thing),Lauryn Hill,Doo Wop (That Thing)Lauryn Hill,1,1,1,3,No,R&B/Hip Hop,Female,The Fugees
1998-12-05,4,Doo Wop (That Thing),Lauryn Hill,Doo Wop (That Thing)Lauryn Hill,1,2,1,4,No,R&B/Hip Hop,Female,The Fugees
1998-12-12,4,Doo Wop (That Thing),Lauryn Hill,Doo Wop (That Thing)Lauryn Hill,1,4,1,5,No,R&B/Hip Hop,Female,The Fugees
1998-12-19,5,Doo Wop (That Thing),Lauryn Hill,Doo Wop (That Thing)Lauryn Hill,1,4,1,6,No,R&B/Hip Hop,Female,The Fugees
1998-12-26,7,Doo Wop (That Thing),Lauryn Hill,Doo Wop (That Thing)Lauryn Hill,1,5,1,7,No,R&B/Hip Hop,Female,The Fugees
1999-01-02,7,Doo Wop (That Thing),Lauryn Hill,Doo Wop (That Thing)Lauryn Hill,1,7,1,8,No,R&B/Hip Hop,Female,The Fugees
1999-01-09,8,Doo Wop (That Thing),Lauryn Hill,Doo Wop (That Thing)Lauryn Hill,1,7,1,9,No,R&B/Hip Hop,Female,The Fugees
1999-01-16,9,Doo Wop (That Thing),Lauryn Hill,Doo Wop (That Thing)Lauryn Hill,1,8,1,10,No,R&B/Hip Hop,Female,The Fugees
1999-01-23,9,Doo Wop (That Thing),Lauryn Hill,Doo Wop (That Thing)Lauryn Hill,1,9,1,11,No,R&B/Hip Hop,Female,The Fugees
1999-01-30,12,Doo Wop (That Thing),Lauryn Hill,Doo Wop (That Thing)Lauryn Hill,1,9,1,12,No,R&B/Hip Hop,Female,The Fugees
1999-02-06,21,Doo Wop (That Thing),Lauryn Hill,Doo Wop (That Thing)Lauryn Hill,1,12,1,13,No,R&B/Hip Hop,Female,The Fugees
1999-02-13,28,Doo Wop (That Thing),Lauryn Hill,Doo Wop (That Thing)Lauryn Hill,1,21,1,14,No,R&B/Hip Hop,Female,The Fugees
1999-02-20,30,Doo Wop (That Thing),Lauryn Hill,Doo Wop (That Thing)Lauryn Hill,1,28,1,15,No,R&B/Hip Hop,Female,The Fugees
1999-02-27,39,Doo Wop (That Thing),Lauryn Hill,Doo Wop (That Thing)Lauryn Hill,1,30,1,16,No,R&B/Hip Hop,Female,The Fugees
1999-03-06,44,Doo Wop (That Thing),Lauryn Hill,Doo Wop (That Thing)Lauryn Hill,1,39,1,17,No,R&B/Hip Hop,Female,The Fugees
1999-03-13,41,Doo Wop (That Thing),Lauryn Hill,Doo Wop (That Thing)Lauryn Hill,1,44,1,18,No,R&B/Hip Hop,Female,The Fugees
1999-03-20,44,Doo Wop (That Thing),Lauryn Hill,Doo Wop (That Thing)Lauryn Hill,1,41,1,19,No,R&B/Hip Hop,Female,The Fugees
1999-03-27,47,Doo Wop (That Thing),Lauryn Hill,Doo Wop (That Thing)Lauryn Hill,1,44,1,20,No,R&B/Hip Hop,Female,The Fugees
1999-04-03,50,Doo Wop (That Thing),Lauryn Hill,Doo Wop (That Thing)Lauryn Hill,1,47,1,21,No,R&B/Hip Hop,Female,The Fugees
1991-11-09,99,Double Good Everything,Smokey Robinson,Double Good EverythingSmokey Robinson,1,NA,99,1,No,R&B/Hip Hop,Male,The Miracles
1991-11-16,95,Double Good Everything,Smokey Robinson,Double Good EverythingSmokey Robinson,1,99,95,2,No,R&B/Hip Hop,Male,The Miracles
1991-11-23,91,Double Good Everything,Smokey Robinson,Double Good EverythingSmokey Robinson,1,95,91,3,No,R&B/Hip Hop,Male,The Miracles
2010-05-22,1,Not Afraid,Eminem,Not AfraidEminem,1,NA,1,1,No,R&B/Hip Hop,Male,D12
2010-07-10,2,Love The Way You Lie,Eminem Featuring Rihanna,Love The Way You LieEminem Featuring Rihanna,1,NA,2,1,Yes,R&B/Hip Hop,Male,D12
2018-09-29,3,Killshot,Eminem,KillshotEminem,1,NA,3,1,No,R&B/Hip Hop,Male,D12
2011-02-19,5,I Need A Doctor,Dr. Dre Featuring Eminem & Skylar Grey,I Need A DoctorDr. Dre Featuring Eminem & Skylar Grey,1,NA,5,1,Yes,R&B/Hip Hop,Male,D12
2019-05-18,5,Homicide,Logic Featuring Eminem,HomicideLogic Featuring Eminem,1,NA,5,1,Yes,R&B/Hip Hop,Male,D12
2016-12-31,6,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,I Don't Wanna Live Forever (Fifty Shades Darker)Zayn / Taylor Swift,1,NA,6,1,Yes,Pop,Male,One Direction
2018-09-15,6,Lucky You,Eminem Featuring Joyner Lucas,Lucky YouEminem Featuring Joyner Lucas,1,NA,6,1,Yes,R&B/Hip Hop,Male,D12
1996-02-24,7,Jesus To A Child,George Michael,Jesus To A ChildGeorge Michael,1,NA,7,1,No,Pop,Male,Wham!
2009-10-03,8,Forever,"Drake Featuring Kanye West, Lil Wayne & Eminem","ForeverDrake Featuring Kanye West, Lil Wayne & Eminem",1,NA,8,1,Yes,R&B/Hip Hop,Male,D12
2013-07-27,8,Holy Grail,Jay Z Featuring Justin Timberlake,Holy GrailJay Z Featuring Justin Timberlake,1,NA,8,1,Yes,Pop,Male,N Sync
2018-01-20,9,Filthy,Justin Timberlake,FilthyJustin Timberlake,1,NA,9,1,No,Pop,Male,N Sync
2014-11-01,89,EW!,Jimmy Fallon Featuring will.i.am,EW!Jimmy Fallon Featuring will.i.am,1,26,26,2,Yes,Pop,Male,The Black Eyed Peas
2001-07-21,89,Miss California,Dante Thomas Featuring Pras,Miss CaliforniaDante Thomas Featuring Pras,1,98,89,2,Yes,R&B/Hip Hop,Male,The Fugees
2007-06-02,90,Get Me Bodied,Beyonce,Get Me BodiedBeyonce,1,98,90,2,No,R&B/Hip Hop,Female,Destiny's Child
2015-07-11,90,Good Thing,Sage The Gemini Featuring Nick Jonas,Good ThingSage The Gemini Featuring Nick Jonas,1,100,90,2,Yes,Pop,Male,Spice Girls
1989-03-04,91,Falling Out Of Love,Ivan Neville,Falling Out Of LoveIvan Neville,1,91,91,2,No,R&B/Hip Hop,Male,Rufus
1985-05-11,39,Sussudio,Phil Collins,SussudioPhil Collins,1,NA,39,1,No,Rock,Male,The Eagles
1985-11-09,40,"Say You, Say Me",Lionel Richie,"Say You, Say MeLionel Richie",1,NA,40,1,No,R&B/Hip Hop,Male,Commodores
1986-07-19,40,Dancing On The Ceiling,Lionel Richie,Dancing On The CeilingLionel Richie,1,NA,40,1,No,R&B/Hip Hop,Male,Commodores
1987-09-19,40,Bad,Michael Jackson,BadMichael Jackson,1,NA,40,1,No,Pop,Male,Jackson 5
2017-08-12,40,Back To You,Louis Tomlinson Featuring Bebe Rexha & Digital Farm Animals,Back To YouLouis Tomlinson Featuring Bebe Rexha & Digital Farm Animals,1,NA,40,1,Yes,Pop,Male,One Direction
1990-09-01,41,Praying For Time,George Michael,Praying For TimeGeorge Michael,1,NA,41,1,No,Pop,Male,Wham!
2007-05-05,41,Big Girls Don't Cry,Fergie,Big Girls Don't CryFergie,1,NA,41,1,No,Pop,Female,The Black Eyed Peas
2016-05-14,41,Daddy Lessons,Beyonce,Daddy LessonsBeyonce,1,NA,41,1,No,R&B/Hip Hop,Female,Destiny's Child
1997-05-10,42,Blood On The Dance Floor,Michael Jackson,Blood On The Dance FloorMichael Jackson,1,NA,42,1,No,Pop,Male,Jackson 5
2013-04-06,42,#thatPOWER,will.i.am Featuring Justin Bieber,#thatPOWERwill.i.am Featuring Justin Bieber,1,NA,42,1,Yes,Pop,Male,The Black Eyed Peas
2017-06-10,42,Strip That Down,Liam Payne Featuring Quavo,Strip That DownLiam Payne Featuring Quavo,1,NA,42,1,Yes,Pop,Male,One Direction
2018-09-15,42,Stepping Stone,Eminem,Stepping StoneEminem,1,NA,42,1,No,R&B/Hip Hop,Male,D12
1989-11-04,43,Another Day In Paradise,Phil Collins,Another Day In ParadisePhil Collins,1,NA,43,1,No,Rock,Male,The Eagles
2016-05-14,43,Sandcastles,Beyonce,SandcastlesBeyonce,1,NA,43,1,No,R&B/Hip Hop,Female,Destiny's Child
2002-12-21,44,Cry Me A River,Justin Timberlake,Cry Me A RiverJustin Timberlake,1,NA,44,1,No,Pop,Male,N Sync
2006-07-01,44,Deja Vu,Beyonce Featuring Jay Z,Deja VuBeyonce Featuring Jay Z,1,NA,44,1,Yes,R&B/Hip Hop,Female,Destiny's Child
1985-10-05,45,Separate Lives,Phil Collins and Marilyn Martin,Separate LivesPhil Collins and Marilyn Martin,1,NA,45,1,Yes,Rock,Male,The Eagles
2014-06-07,45,Slave To The Rhythm,Michael Jackson,Slave To The RhythmMichael Jackson,1,NA,45,1,No,Pop,Male,Jackson 5
1970-08-08,46,Ain't No Mountain High Enough,Diana Ross,Ain't No Mountain High EnoughDiana Ross,1,NA,46,1,No,R&B/Hip Hop,Female,The Supremes
1985-07-20,46,Don't Lose My Number,Phil Collins,Don't Lose My NumberPhil Collins,1,NA,46,1,No,Rock,Male,The Eagles
2014-11-08,46,Baby Don't Lie,Gwen Stefani,Baby Don't LieGwen Stefani,1,NA,46,1,No,Pop,Female,No Doubt
1983-01-22,47,Billie Jean,Michael Jackson,Billie JeanMichael Jackson,1,NA,47,1,No,Pop,Male,Jackson 5
1996-10-26,47,Dance Into The Light,Phil Collins,Dance Into The LightPhil Collins,1,NA,47,1,No,Rock,Male,The Eagles
2013-07-27,47,Take Back The Night,Justin Timberlake,Take Back The NightJustin Timberlake,1,NA,47,1,No,Pop,Male,N Sync
2015-06-20,47,Phenomenal,Eminem,PhenomenalEminem,1,NA,47,1,No,R&B/Hip Hop,Male,D12
2017-06-10,47,Crying In The Club,Camila Cabello,Crying In The ClubCamila Cabello,1,NA,47,1,No,Pop,Female,Fifth Harmony
